xmi:type,name,xmi:id,description
OpaqueBehavior,OpaqueBehaviorOfCheckingWPType,_bIDU4KdVEeaW3-nj19_RIA,ACT_CheckWPType()
State,TurnOnLargeSortingConveyor,_HNY9MB9hEeafhr7g7VlqoQ,TurnOnLargeSortingConveyor
OpaqueBehavior,OpaqueBehaviorOfTurnOnLargeSortingConveyor,_Zk9KYB9hEeafhr7g7VlqoQ,motor.ACT_TurnForwards()
OpaqueBehavior,OpaqueBehaviorOfTurnOnLargeSortingConveyor,_YVQ74Le2EeaN5KNu953fkQ,WpType:=NULL
State,ChangingTarget,_pC44AB9hEeafhr7g7VlqoQ,ChangingTarget
OpaqueBehavior,OpaqueBehaviorOfChangingTarget,_kT0g4KdVEeaW3-nj19_RIA,ACT_ChangeTarget()
Pseudostate,PseudostatezHo6cB9hEeafhr7g7VlqoQ,_zHo6cB9hEeafhr7g7VlqoQ,
State,TrasportingToRamp3,_0_gbAB9hEeafhr7g7VlqoQ,TrasportingToRamp3
State,TransportingToRamp1,_igMxoB9iEeafhr7g7VlqoQ,TransportingToRamp1
State,TransportingToRamp2,_lyFZIB9iEeafhr7g7VlqoQ,TransportingToRamp2
State,Seperator2Extending,_6zMbcB9iEeafhr7g7VlqoQ,Seperator2Extending
OpaqueBehavior,OpaqueBehaviorOfSeperator2Extending,_J0wWIB9jEeafhr7g7VlqoQ,seperator2.ACT_Extend()
State,Seperator1Extending,_M4X4IB9jEeafhr7g7VlqoQ,Seperator1Extending
OpaqueBehavior,OpaqueBehaviorOfSeperator1Extending,_ShF0IB9jEeafhr7g7VlqoQ,seperator1.ACT_Extend()
State,Seperator2Retracting,_yG3vEB9jEeafhr7g7VlqoQ,Seperator2Retracting
OpaqueBehavior,OpaqueBehaviorOfSeperator2Retracting,_NRTgEB9kEeafhr7g7VlqoQ,seperator2.ACT_Retract()
State,Seperator1Retracting,_ytktQB9kEeafhr7g7VlqoQ,Seperator1Retracting
OpaqueBehavior,OpaqueBehaviorOfSeperator1Retracting,_7589QB9kEeafhr7g7VlqoQ,seperator1.ACT_Retract()
FinalState,FinalStatefozoB9lEeafhr7g7VlqoQ,_fo_zoB9lEeafhr7g7VlqoQ,
State,TurnOffLargeSortingConveyor,_lLtmkB9rEeafhr7g7VlqoQ,TurnOffLargeSortingConveyor
OpaqueBehavior,OpaqueBehaviorOfTurnOffLargeSortingConveyor,_u9JA8CAGEeaXg9UYHPN2UA,motor.ACT_Stop()
State,WPATBeginning,_g1hMkDeMEea1lqu3DmCTIw,WP_AT_Beginning
OpaqueBehavior,OpaqueBehaviorOfWPATBeginning,_3I6rYO0hEeaas4YgnJyohg,Set(IsSorting)
State,WPIsSorted,_zD2sgDkREea8uOUb4gQg2Q,WPIsSorted
OpaqueBehavior,OpaqueBehaviorOfWPIsSorted,_3azeoDkREea8uOUb4gQg2Q,Now(WPSorted)
State,ExtendSwitch,_cBjCsOcREeayP7zJxSzVpQ,ExtendSwitch
OpaqueBehavior,OpaqueBehaviorOfExtendSwitch,_7nGesOcSEeayP7zJxSzVpQ,switch.ACT_Extend()
State,TransportingToConveyor,_9AabAOcSEeayP7zJxSzVpQ,Transporting_To_Conveyor
State,AllowFollowConveyorToReceiveWP,_DqdRIOcTEeayP7zJxSzVpQ,AllowFollowConveyorToReceiveWP
OpaqueBehavior,OpaqueBehaviorOfAllowFollowConveyorToReceiveWP,_Luy7AOcTEeayP7zJxSzVpQ,Set(AllowFollowConveyorToReceiveWP)
OpaqueBehavior,OpaqueBehaviorOfAllowFollowConveyorToReceiveWP,_NSuL4OcTEeayP7zJxSzVpQ,Reset(AllowFollowConveyorToReceiveWP)
State,RetractSwitch,_SdaIEOcTEeayP7zJxSzVpQ,RetractSwitch
OpaqueBehavior,OpaqueBehaviorOfRetractSwitch,_VGkisOcTEeayP7zJxSzVpQ,switch.ACT_Retract()
State,TrunConveyorOnAgain,_7OJbYO0hEeaas4YgnJyohg,TrunConveyorOnAgain
OpaqueBehavior,OpaqueBehaviorOfTrunConveyorOnAgain,_-71OEO0hEeaas4YgnJyohg,motor.ACT_TurningClockwise()
State,WaitTillDetection,_KXnU4O0iEeaas4YgnJyohg,Wait_Till_Detection
State,StopConveyor,_VkGbcO0iEeaas4YgnJyohg,Stop_Conveyor
OpaqueBehavior,OpaqueBehaviorOfStopConveyor,_Y-rr8O0iEeaas4YgnJyohg,motor.ACT_Stop()
StateMachine,LargeSortingConveyorACTCountWPsAtConveyor,_QbEAYOcUEeayP7zJxSzVpQ,LargeSortingConveyor_ACT_CountWPsAtConveyor
Transition,TransitiongTBXkOcUEeayP7zJxSzVpQ,_gTBXkOcUEeayP7zJxSzVpQ,
Transition,ultrasonicSensorAIUltraSonic15200,_n2CdEOcUEeayP7zJxSzVpQ,[ultrasonicSensor.AI_UltraSonic>=15200]
Transition,15200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic13200,_wlZZ4OcUEeayP7zJxSzVpQ,[15200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=13200]
Transition,afterT500ms,_8IYU4OcUEeayP7zJxSzVpQ,[after(T#500ms)]
Transition,ultrasonicSensorAIUltraSonic15200,_BZ_YcOcVEeayP7zJxSzVpQ,[ultrasonicSensor.AI_UltraSonic>=15200]
Transition,NOTultrasonicSensorAIUltraSonic15200,_H-KQEOcVEeayP7zJxSzVpQ,[NOT ultrasonicSensor.AI_UltraSonic>=15200]
Transition,NumberOfWPsAtConveyor0,_VhKiEOcVEeayP7zJxSzVpQ,[NumberOfWPsAtConveyor=0]
Transition,afterT500ms,_cO5lYOcVEeayP7zJxSzVpQ,[after(T#500ms)]
Transition,afterT500ms,_iZkX4OcVEeayP7zJxSzVpQ,[after(T#500ms)]
Transition,afterT500ms,_kGInYOcVEeayP7zJxSzVpQ,[after(T#500ms)]
Transition,15200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic13200,_tfcgIOcVEeayP7zJxSzVpQ,[15200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=13200]
Transition,NOT15200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic13200,_7Qvs0OcVEeayP7zJxSzVpQ,[NOT (15200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=13200)]
Transition,13200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic9000,_MWaNQOcWEeayP7zJxSzVpQ,[13200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=9000]
Transition,NOT13200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic9000,_XDs2YOcWEeayP7zJxSzVpQ,[NOT (13200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=9000)]
Transition,NumberOfWPsAtConveyor1,_eC1LsOcWEeayP7zJxSzVpQ,[NumberOfWPsAtConveyor=1]
Transition,13200ultrasonicSensorAIUltraSonicANDultrasonicSensorAIUltraSonic9000,_tmCa4OcWEeayP7zJxSzVpQ,[13200>ultrasonicSensor.AI_UltraSonic AND ultrasonicSensor.AI_UltraSonic>=9000]
Transition,NumberOfWPsAtConveyor2,_xXvx8OcWEeayP7zJxSzVpQ,[NumberOfWPsAtConveyor=2]
Transition,NOT9000UltrasonicSensorAIUltraSonicANDUltrasonicSensorAIUltraSonic4500,_AwF08OcXEeayP7zJxSzVpQ,[NOT (9000>UltrasonicSensor.AI_UltraSonic AND UltrasonicSensor.AI_UltraSonic>=4500)]
Transition,9000UltrasonicSensorAIUltraSonicANDUltrasonicSensorAIUltraSonic4500,_EDm0IOcXEeayP7zJxSzVpQ,[9000>UltrasonicSensor.AI_UltraSonic AND UltrasonicSensor.AI_UltraSonic>=4500]
Transition,9000UltrasonicSensorAIUltraSonicANDUltrasonicSensorAIUltraSonic4500,_M_9EEOcXEeayP7zJxSzVpQ,[9000>UltrasonicSensor.AI_UltraSonic AND UltrasonicSensor.AI_UltraSonic>=4500]
Transition,NumberOfWPsAtConveyor3,_PnypAOcXEeayP7zJxSzVpQ,[NumberOfWPsAtConveyor=3]
Pseudostate,PseudostateYEIqkOcUEeayP7zJxSzVpQ,_YEIqkOcUEeayP7zJxSzVpQ,
State,Wait500ms0,_ad7McOcUEeayP7zJxSzVpQ,Wait500ms_0
Pseudostate,PseudostateeRPtEOcUEeayP7zJxSzVpQ,_eRPtEOcUEeayP7zJxSzVpQ,
State,Wait500ms1,_hafV8OcUEeayP7zJxSzVpQ,Wait500ms_1
State,Wait500ms2,_jJ_ksOcUEeayP7zJxSzVpQ,Wait500ms_2
State,Wait500ms3,_kDrlwOcUEeayP7zJxSzVpQ,Wait500ms_3
State,ZeroWP,_4a9A4OcUEeayP7zJxSzVpQ,Zero_WP
OpaqueBehavior,OpaqueBehaviorOfZeroWP,_SQliIOcVEeayP7zJxSzVpQ,NumberOfWPsAtConveyor:=0
Pseudostate,Pseudostate6Ea5EOcUEeayP7zJxSzVpQ,_6Ea5EOcUEeayP7zJxSzVpQ,
FinalState,FinalStateGl41kOcVEeayP7zJxSzVpQ,_Gl41kOcVEeayP7zJxSzVpQ,
Pseudostate,PseudostateNxxNcOcVEeayP7zJxSzVpQ,_NxxNcOcVEeayP7zJxSzVpQ,
Pseudostate,PseudostatehnnWgOcVEeayP7zJxSzVpQ,_hnnWgOcVEeayP7zJxSzVpQ,
Pseudostate,PseudostatejeAQYOcVEeayP7zJxSzVpQ,_jeAQYOcVEeayP7zJxSzVpQ,
State,OneWP,_mt7JAOcVEeayP7zJxSzVpQ,One_WP
OpaqueBehavior,OpaqueBehaviorOfOneWP,_p_wGIOcVEeayP7zJxSzVpQ,NumberOfWPsAtConveyor:=1
State,TwoWP,_nRO08OcWEeayP7zJxSzVpQ,Two_WP
OpaqueBehavior,OpaqueBehaviorOfTwoWP,_rMZqAOcWEeayP7zJxSzVpQ,NumberOfWPsAtConveyor:=2
State,ThreeWP,_5PDFYOcWEeayP7zJxSzVpQ,Three_WP
OpaqueBehavior,OpaqueBehaviorOfThreeWP,_79YT4OcWEeayP7zJxSzVpQ,NumberOfWPsAtConveyor:=3
StateMachine,LargeSortingConveyorACTInit,_ZzNu0CZyEeagIsaxH253Xw,LargeSortingConveyor_ACT_Init
Transition,TRUE,_5xNVcCZyEeagIsaxH253Xw,[true]
Transition,switchPicAlphaDIExtended,_PLfswCZzEeagIsaxH253Xw,[switchPicAlpha.DI_Extended]
Transition,TRUE,_ke0gcCZzEeagIsaxH253Xw,[true]
Transition,TRUE,_24z6ECZ0EeagIsaxH253Xw,[true]
Transition,TRUE,_JZBF4CZ1EeagIsaxH253Xw,[true]
Transition,switchPicAlphaDIRetracted,_nCG_wCZ3EeagIsaxH253Xw,[switchPicAlpha.DI_Retracted]
Transition,InitCompleted,_UxpKADeXEeaEJ7sHqHqVdA,[InitCompleted]
Transition,FollowConveyorAllowedToInitANDafterT3s,_GI2hgGSCEeaP7aiWefDRgg,[FollowConveyor_AllowedToInit AND after(T#3s)]
Transition,NOTInitCompleted,_VIpugGV7Eeab9L8V4_TyWg,[NOT InitCompleted]
Transition,motorStopped,_YmmcEGV7Eeab9L8V4_TyWg,[motor.Stopped]
Transition,switchExtended,_UmJRkOeUEealgdEhVOTJ7w,[switch.Extended]
Transition,motorTurningClockwise,_gHTAkOeUEealgdEhVOTJ7w,[motor.TurningClockwise]
Transition,switchRetracted,_9QI_AOeUEealgdEhVOTJ7w,[switch.Retracted]
Transition,NOTFollowConveyorAllowedToInitANDCheckFollowConveyorInitCompleted,_90zLQOeUEealgdEhVOTJ7w,[NOT FollowConveyor_AllowedToInit AND Check_FollowConveyorInitCompleted]
Pseudostate,Pseudostatej30nUCZyEeagIsaxH253Xw,_j30nUCZyEeagIsaxH253Xw,
State,TurnConveyorOn,_o4GqUCZyEeagIsaxH253Xw,TurnConveyorOn
OpaqueBehavior,OpaqueBehaviorOfTurnConveyorOn,_wnUYwCZyEeagIsaxH253Xw,motor.ACT_TurnClockwise()
State,TurnConveyorOf,_VF9gECZzEeagIsaxH253Xw,TurnConveyorOf
OpaqueBehavior,OpaqueBehaviorOfTurnConveyorOf,_asBwsCZzEeagIsaxH253Xw,motor.ACT_Stop()
FinalState,FinalStatehjCEwCZzEeagIsaxH253Xw,_hjCEwCZzEeagIsaxH253Xw,
State,InitCompleted,_FNhU0DeXEeaEJ7sHqHqVdA,InitCompleted
OpaqueBehavior,OpaqueBehaviorOfInitCompleted,_T9LAIDeXEeaEJ7sHqHqVdA,Now(InitCompleted)
State,ExtendSwitch,_LyK6gOeUEealgdEhVOTJ7w,ExtendSwitch
OpaqueBehavior,OpaqueBehaviorOfExtendSwitch,_Pu510OeUEealgdEhVOTJ7w,switch.ACT_Extend()
State,AllowFollowConveyorToInit,_Y6mwYOeUEealgdEhVOTJ7w,AllowFollowConveyorToInit
OpaqueBehavior,OpaqueBehaviorOfAllowFollowConveyorToInit,_ci33kOeUEealgdEhVOTJ7w,Set(FollowConveyor_AllowedToInit)
State,RetractSwitch,_tT7Z8OeUEealgdEhVOTJ7w,RetractSwitch
OpaqueBehavior,OpaqueBehaviorOfRetractSwitch,_vrRr0OeUEealgdEhVOTJ7w,switch.ACT_Retract()
State,ResetAllowFollowConveyorToInit,_2T7a0OeUEealgdEhVOTJ7w,Reset_AllowFollowConveyorToInit
OpaqueBehavior,OpaqueBehaviorOfResetAllowFollowConveyorToInit,_5nSB8OeUEealgdEhVOTJ7w,Reset(FollowConveyor_AllowedToInit)
StateMachine,LargeSortingConveoyotACTAutomaticExecute,_4HtGgGR3EeaP7aiWefDRgg,LargeSortingConveoyot_ACT_AutomaticExecute
Transition,CheckAllowedToOperateANDNOTAutomaticExecuteCompleted,_Zi1kEGR5EeaP7aiWefDRgg,[Check_Allowed_To_Operate AND NOT AutomaticExecuteCompleted]
Transition,WPSorted,_47iFQGR5EeaP7aiWefDRgg,[WPSorted]
Transition,AuotmaticExecuteCompleted,__eXgIGR5EeaP7aiWefDRgg,[AuotmaticExecuteCompleted]
Transition,CheckAllowedToOperateANDafterT500ms,_PQET4NghEeaLleG51tH3Eg,[Check_Allowed_To_Operate AND after(T#500ms)]
Pseudostate,PseudostateYzlt4GR4EeaP7aiWefDRgg,_Yzlt4GR4EeaP7aiWefDRgg,
State,SortWP,_aHCSwGR4EeaP7aiWefDRgg,Sort_WP
OpaqueBehavior,OpaqueBehaviorOfSortWP,_gD_ZYGR4EeaP7aiWefDRgg,ACT_SortWP()
State,SetAutomaticExecuteCompleted,_wxv6sGR5EeaP7aiWefDRgg,SetAutomaticExecuteCompleted
OpaqueBehavior,OpaqueBehaviorOfSetAutomaticExecuteCompleted,_39skAGR5EeaP7aiWefDRgg,Now(AutomaticExecuteCompleted)
FinalState,FinalStatepcqUGR5EeaP7aiWefDRgg,_-pcqUGR5EeaP7aiWefDRgg,
State,Interstep,_Hv3R0NghEeaLleG51tH3Eg,Interstep
StateMachine,LargeSortingConveyorACTEmergencyStop,_0pqzAEmUEeaPbYa44WUTPg,LargeSortingConveyor_ACT_EmergencyStop
Transition,NOTEmergencyHandled,_UsWFUEmVEeaPbYa44WUTPg,[NOT EmergencyHandled]
Transition,NOTInitCompletedANDNOTAutoamticExecuteCompleted,_Wz5nsEmVEeaPbYa44WUTPg,[NOT InitCompleted AND NOT AutoamticExecuteCompleted]
Transition,TransitionuNVzUEmVEeaPbYa44WUTPg,_uNVzUEmVEeaPbYa44WUTPg,
Transition,TransitionwixZoEmVEeaPbYa44WUTPg,_wixZoEmVEeaPbYa44WUTPg,
Transition,TransitionCTxcEmWEeaPbYa44WUTPg,_CT-xcEmWEeaPbYa44WUTPg,
Transition,seperator2Retracted,_Gg42wEmWEeaPbYa44WUTPg,[seperator2.Retracted]
Transition,seperator1Retracted,_NGbnYEmWEeaPbYa44WUTPg,[seperator1.Retracted]
Transition,EmergencyHandled,_qEfe4GSBEeaP7aiWefDRgg,[EmergencyHandled]
Transition,TRUE,_9xKgMLe3EeaN5KNu953fkQ,[true]
Transition,motorStopped,_OaceANgiEeaLleG51tH3Eg,[motor.Stopped]
Transition,switchRetracted,_QtCAEOeWEealgdEhVOTJ7w,[switch.Retracted]
State,ResetVariables,_FdmqQEmVEeaPbYa44WUTPg,ResetVariables
OpaqueBehavior,OpaqueBehaviorOfResetVariables,_JM-fAEmVEeaPbYa44WUTPg,InitCompleted:=FALSE; FollowConveyor_AllowedToInit:=FALSE; FollowConveyor_AllowedToOperate:=FALSE; AutomaticExecuteCompleted:=FALSE;  IsSorting:=FALSE; WPSorted:=FALSE; WPTypeChecked:=FALSE; TargetChanged:=FALSE; WPType:=NULL; CurrentTarget:=NULL;
Pseudostate,PseudostateMjZBMEmVEeaPbYa44WUTPg,_MjZBMEmVEeaPbYa44WUTPg,
State,Seperator1Retracting,_a9i9oEmVEeaPbYa44WUTPg,Seperator1Retracting
OpaqueBehavior,OpaqueBehaviorOfSeperator1Retracting,_e3pbsEmVEeaPbYa44WUTPg,seperator1.ACT_Retract()
State,Seperator2Retract,_gtbRkEmVEeaPbYa44WUTPg,Seperator2Retract
OpaqueBehavior,OpaqueBehaviorOfSeperator2Retract,_kJGHMEmVEeaPbYa44WUTPg,seperator2.ACT_Retract()
FinalState,FinalStateL4J2YEmWEeaPbYa44WUTPg,_L4J2YEmWEeaPbYa44WUTPg,
State,EmergencyHandled,_iESHEGSBEeaP7aiWefDRgg,Emergency_Handled
OpaqueBehavior,OpaqueBehaviorOfEmergencyHandled,_n1jiIGSBEeaP7aiWefDRgg,Now(EmergencyHandled)
State,StopConveyor,_CEbjkNgiEeaLleG51tH3Eg,StopConveyor
OpaqueBehavior,OpaqueBehaviorOfStopConveyor,_FYCpYNgiEeaLleG51tH3Eg,motor.ACT_Stop()
State,SwitchRetract,_I4o2sOeWEealgdEhVOTJ7w,SwitchRetract
OpaqueBehavior,OpaqueBehaviorOfSwitchRetract,_Mi7-MOeWEealgdEhVOTJ7w,switch.ACT_Retract()
StateMachine,LargeSortingConveyorStateMachine,_j_efANgdEeaLleG51tH3Eg,LargeSortingConveyor_StateMachine
Transition,Transition9CWtoNgdEeaLleG51tH3Eg,_9CWtoNgdEeaLleG51tH3Eg,
Transition,TransitionqGukNgdEeaLleG51tH3Eg,_-qGukNgdEeaLleG51tH3Eg,
Pseudostate,PseudostateoMob8NgdEeaLleG51tH3Eg,_oMob8NgdEeaLleG51tH3Eg,
State,State,_oqO98NgdEeaLleG51tH3Eg,State
OpaqueBehavior,OpaqueBehaviorOfState,_5CC54NgdEeaLleG51tH3Eg,Panel(); StartButton:=panel.StartButton; EmergencyStop:=panel.EmergencyStop; Check_Allowed_To_Operate := Main.Crane_Allow_Conveyor_to_Operate;
FinalState,FinalState977Z8NgdEeaLleG51tH3Eg,_977Z8NgdEeaLleG51tH3Eg,
Operation,ACTSortWP,_T_LB0B2ZEea4IeFnYXjnhQ,ACT_SortWP
Operation,ACTChangeTarget,_4IPO0GRzEeaP7aiWefDRgg,ACT_ChangeTarget
Operation,ACTCheckWPType,_6JAMsGRzEeaP7aiWefDRgg,ACT_CheckWPType
Operation,ACTCountWPsAtConveyor,_Md3yEOcUEeayP7zJxSzVpQ,ACT_CountWPsAtConveyor
Operation,ACTInit,_3HVTsCZzEeagIsaxH253Xw,ACT_Init
Operation,ACTAutomaticExecute,_1nfwYGRzEeaP7aiWefDRgg,ACT_AutomaticExecute
Operation,ACTEmergencyStop,_T4wpEEmREeaPbYa44WUTPg,ACT_EmergencyStop
Class,Stamp,_-GUi8BHWEeaE9dGXaplL2g,Stamp
Property,panel,_-nJWExHsEeaIeI6F5gdpJg,panel
Property,pressureSensor,_B-d3MxHtEeaIeI6F5gdpJg,pressureSensor
Property,propValve,_IvzoIxHtEeaIeI6F5gdpJg,propValve
Property,WPAvailable,_M2eikxHtEeaIeI6F5gdpJg,WPAvailable
Property,stampingCylinder,_RAivQxHtEeaIeI6F5gdpJg,stampingCylinder
Property,slidingCylinder,_UUQiwxHtEeaIeI6F5gdpJg,slidingCylinder
Property,StartButton,_D1jGcNgjEeaLleG51tH3Eg,StartButton
Property,InitCompleted,_WvcTIBHqEeaIeI6F5gdpJg,InitCompleted
Property,AutomaticExecuteCompleted,_Oet-EGRzEeaP7aiWefDRgg,AutomaticExecuteCompleted
Property,EmergencyStop,_GVodkNgjEeaLleG51tH3Eg,EmergencyStop
Property,SoftwareEmergency,_-nz5EDkrEeaKtZr8UL9QRw,SoftwareEmergency
Property,EmergencyHandled,_bxWJYGSBEeaP7aiWefDRgg,EmergencyHandled
Property,IsSamping,_ejbM0BHqEeaIeI6F5gdpJg,IsSamping
Property,WPStamped,_a7KFoBHqEeaIeI6F5gdpJg,WPStamped
Property,WPType,_itKpYBHqEeaIeI6F5gdpJg,WPType
Property,WPWeight,_8QKA0NygEea2-snvt7IG-A,WPWeight
Property,CheckAllowedToOperate,_IvB94NgjEeaLleG51tH3Eg,Check_Allowed_To_Operate
Property,CheckWPType,_L2bMoNgjEeaLleG51tH3Eg,Check_WPType
StateMachine,StampACTStamp,_WS7rcCSwEeapNbKUvR7Irw,Stamp_ACT_Stamp
Transition,IsStampingANDNOTWPStampedANDWPAvailableDISwitchTrue,_Kxd98CSxEeapNbKUvR7Irw,[IsStamping AND NOT WPStamped AND WPAvailable.DI_SwitchTrue]
Transition,slidingCylinderRetracted,_Vdc_gCSxEeapNbKUvR7Irw,[slidingCylinder.Retracted]
Transition,WPTypeMetallic,_V0ctwCSyEeapNbKUvR7Irw,[WPType=Metallic]
Transition,WPTypeWhiteorWPTypeBalck,_XRsu4CSyEeapNbKUvR7Irw,[WPType=White or WPType=Balck]
Transition,aftert1000ms,_GBIwkCSzEeapNbKUvR7Irw,[after(t#1000ms)]
Transition,stampingCylinderRetracted,_Ym5x0CSzEeapNbKUvR7Irw,[stampingCylinder.Retracted]
Transition,slidingCylinderExtended,_eB9sUCSzEeapNbKUvR7Irw,[slidingCylinder.Extended]
Transition,WPWeightLight,_FaCw8DkjEea8uOUb4gQg2Q,[WPWeight=Light]
Transition,stackWPTypeMetallic,_KcXbUDkjEea8uOUb4gQg2Q,[stack.WPType(Metallic)]
Transition,WPWeightHeavy,_MbnWQDkjEea8uOUb4gQg2Q,[WPWeight=Heavy}
Transition,TransitionYybh8DkjEea8uOUb4gQg2Q,_Yybh8DkjEea8uOUb4gQg2Q,
Transition,aftert1500ms,_jb13ADkrEeaKtZr8UL9QRw,[after(t#1500ms)]
Transition,SoftwareEmergency,_oeAwYDkrEeaKtZr8UL9QRw,[SoftwareEmergency]
Transition,TRUE,_EFuXoDlKEeaLOdRX3Qj_WA,[true]
Transition,WPStamped,_N1dnAKdhEeaW3-nj19_RIA,[WPStamped]
Transition,WPTypeCheckWPType,_TcRuQNgkEeaLleG51tH3Eg,[WPType=Check_WPType]
Transition,propValveAOSetPressure6000,_8x6ZsNgkEeaLleG51tH3Eg,[propValve.AO_SetPressure=6000]
Transition,propValveAOSetPressure7000,_BJs5UNglEeaLleG51tH3Eg,[propValve.AO_SetPressure=7000]
Transition,stampingCylinderExtended,_MyKKMNglEeaLleG51tH3Eg,[stampingCylinder.Extended]
Transition,propValveAOSetPressure0,_T-agENgmEeaLleG51tH3Eg,[propValve.AO_SetPressure=0]
Transition,WPWeightMedium,_ZBDZUNyhEea2-snvt7IG-A,[WPWeight=Medium]
Transition,propValveAOSetPressure6500,_h_ZNUNyhEea2-snvt7IG-A,[propValve.AO_SetPressure=6500]
Pseudostate,PseudostateoPdicCSwEeapNbKUvR7Irw,_oPdicCSwEeapNbKUvR7Irw,
State,SlidingCylinderRetracting,_q9cysCSwEeapNbKUvR7Irw,SlidingCylinderRetracting
OpaqueBehavior,OpaqueBehaviorOfSlidingCylinderRetracting,_H4MDsCSxEeapNbKUvR7Irw,slidingCylinder.ACT_Retract()
Pseudostate,PseudostateTqMSICSxEeapNbKUvR7Irw,_TqMSICSxEeapNbKUvR7Irw,
State,Wait,_23hGECSyEeapNbKUvR7Irw,Wait
State,StampingCylinderRetracting,_A_bKMCSzEeapNbKUvR7Irw,StampingCylinderRetracting
OpaqueBehavior,OpaqueBehaviorOfStampingCylinderRetracting,_Ndje0CSzEeapNbKUvR7Irw,stampingCylinder.ACT_Retract()
State,SlindingCylinderExtending,_QvMOsCSzEeapNbKUvR7Irw,SlindingCylinderExtending
OpaqueBehavior,OpaqueBehaviorOfSlindingCylinderExtending,_XC954CSzEeapNbKUvR7Irw,slidingCylinder.ACT_Extend()
FinalState,FinalStatedIo3oCSzEeapNbKUvR7Irw,_dIo3oCSzEeapNbKUvR7Irw,
State,LightPressure,_OycgMDkiEea8uOUb4gQg2Q,LightPressure
OpaqueBehavior,OpaqueBehaviorOfLightPressure,_vTfwkDkiEea8uOUb4gQg2Q,propValve.AO_SetPressure:=6000
State,HeavyPressure,_RM038DkiEea8uOUb4gQg2Q,HeavyPressure
OpaqueBehavior,OpaqueBehaviorOfHeavyPressure,_7mvD0DkiEea8uOUb4gQg2Q,propValve.AO_SetPressure:=7000
State,Error,_Jk5uMDkrEeaKtZr8UL9QRw,Error
OpaqueBehavior,OpaqueBehaviorOfError,_gdi54DkrEeaKtZr8UL9QRw,Now(SoftwareEmergency)
Pseudostate,PseudostateoHAqADlJEeaLOdRX3QjWA,_oHAqADlJEeaLOdRX3Qj_WA,
State,WPStamped,_CUEncKdhEeaW3-nj19_RIA,WP_Stamped
OpaqueBehavior,OpaqueBehaviorOfWPStamped,_IcrkcKdhEeaW3-nj19_RIA,Set(WPStamped); Reset(IsStamping)
State,GetWPTypeFromCrane,_H8TrANgkEeaLleG51tH3Eg,Get_WPType_FromCrane
OpaqueBehavior,OpaqueBehaviorOfGetWPTypeFromCrane,_O7hf4NgkEeaLleG51tH3Eg,WPType:=Check_WPType
State,ExtendStapingCylinder,_tkks0NgkEeaLleG51tH3Eg,Extend_StapingCylinder
OpaqueBehavior,OpaqueBehaviorOfExtendStapingCylinder,_yYgV4NgkEeaLleG51tH3Eg,stampingCylinder.ACT_Extend()
State,ResetPressure,_ejF1MNglEeaLleG51tH3Eg,ResetPressure
OpaqueBehavior,OpaqueBehaviorOfResetPressure,_OaY20NgmEeaLleG51tH3Eg,propValve.AO_SetPressure:=0
State,MediumPressure,_ENqp8NyhEea2-snvt7IG-A,MediumPressure
OpaqueBehavior,OpaqueBehaviorOfMediumPressure,_Hhw38NyhEea2-snvt7IG-A,propValve.AO_SetPressure:=6500
StateMachine,StampACTInit,_1PtpkCZZEea5gtzEBKdFTw,Stamp_ACT_Init
Transition,NOTInitCompleted,_LyQpcCZaEea5gtzEBKdFTw,[NOT InitCompleted]
Transition,stampingCylinderRetracted,_awQSwCZaEea5gtzEBKdFTw,[stampingCylinder.Retracted]
Transition,slidningCylinderExtended,_gguckCZaEea5gtzEBKdFTw,[slidningCylinder.Extended]
Transition,InitCompleted,_h7gRMDkhEea8uOUb4gQg2Q,[InitCompleted]
Pseudostate,Pseudostate7Prn8CZZEea5gtzEBKdFTw,_7Prn8CZZEea5gtzEBKdFTw,
State,RetractStampingCylinder,_9FQpgCZZEea5gtzEBKdFTw,RetractStampingCylinder
OpaqueBehavior,OpaqueBehaviorOfRetractStampingCylinder,_Gut3ECZaEea5gtzEBKdFTw,stampinCylinder.ACT_Retract()
State,ExtendSlidingCylinder,_NL6kACZaEea5gtzEBKdFTw,ExtendSlidingCylinder
OpaqueBehavior,OpaqueBehaviorOfExtendSlidingCylinder,_YQ-M4CZaEea5gtzEBKdFTw,slidingCylinder.ACT_Extend()
FinalState,FinalStatefbDN8CZaEea5gtzEBKdFTw,_fbDN8CZaEea5gtzEBKdFTw,
State,SetInitCompleted,_VuZbIDkhEea8uOUb4gQg2Q,SetInitCompleted
